@RELATION dis

@ATTRIBUTE i0 NUMERIC
@ATTRIBUTE i1 NUMERIC
@ATTRIBUTE i2 NUMERIC
@ATTRIBUTE i3 NUMERIC
@ATTRIBUTE i4 NUMERIC
@ATTRIBUTE i5 NUMERIC
@ATTRIBUTE i6 NUMERIC
@ATTRIBUTE i7 NUMERIC
@ATTRIBUTE i8 NUMERIC
@ATTRIBUTE i9 NUMERIC
@ATTRIBUTE i10 NUMERIC
@ATTRIBUTE i11 NUMERIC
@ATTRIBUTE i12 NUMERIC
@ATTRIBUTE i13 NUMERIC
@ATTRIBUTE i14 NUMERIC
@ATTRIBUTE i15 NUMERIC
@ATTRIBUTE i16 NUMERIC
@ATTRIBUTE i17 NUMERIC
@ATTRIBUTE i18 NUMERIC
@ATTRIBUTE i19 NUMERIC
@ATTRIBUTE i20 NUMERIC
@ATTRIBUTE i21 NUMERIC
@ATTRIBUTE i22 NUMERIC
@ATTRIBUTE i23 NUMERIC
@ATTRIBUTE i24 NUMERIC
@ATTRIBUTE i25 NUMERIC
@ATTRIBUTE i26 NUMERIC
@ATTRIBUTE class        {0,1}
@DATA
0.21164450373188087, 0.18113296258462422, 0.17367293952573537, 0.18310579087456638, 0.18666571006323393, 0.18666571006323393, 0.23537745555238682, 0.18100755593621787, 0.23135810747175495, 0.25919872386282283, 0.162684154314406, 0.09362162367028863, 0.5620322428283635, 0.3877197980010978, 0.7991288611807139, 0.15360305561096446, 0.19421688077357757, 0.13195034228787406, 0.0, 0.21495337211123033, 0.1398998832128855, 0.15501820816101214, 0.09858288158288732, 0.21729965309667343, 0.3877197980010978, 0.19572634327399227, 0.16753404667604088,0
0.21164450373188087, 0.18113296258462422, 0.17367293952573537, 0.18310579087456638, 0.18666571006323393, 0.18666571006323393, 0.23537745555238682, 0.18100755593621787, 0.23135810747175495, 0.25919872386282283, 0.162684154314406, 0.09362162367028863, 0.5620322428283635, 0.3877197980010978, 0.7991288611807139, 0.15360305561096446, 0.19421688077357757, 0.13195034228787406, 0.0, 0.21495337211123033, 0.1398998832128855, 0.15501820816101214, 0.09858288158288732, 0.21729965309667343, 0.3877197980010978, 0.19572634327399227, 0.16753404667604088,0
0.0, 0.0, 0.09553728404292433, 0.10525598232993046, 0.0, 0.0, 0.10627962717354886, 0.14000577942172554, 0.21873420387582965, 0.12884935904560435, 0.5620050889962249, 0.16325939236279322, 0.0, 0.0, 0.07398711648999438, 0.15038283988284673, 0.09474638879890697, 0.0, 0.9759207981456149, 0.5620050889962249, 0.5620050889962249, 0.0, 0.11737603744820899, 0.10725032236455637, 0.0, 0.10589141960022513, 0.16545638008752403,0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0434379299209704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1266912114761229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
0.139808855615364, 0.17398630846947133, 0.17418428375696038, 0.15104027406884885, 0.18805923703300637, 0.18805923703300637, 0.16798163743980538, 0.16025453334251566, 0.238413998653284, 0.14846747664294985, 1.4426950408889634, 0.2353741857820531, 0.32732853538107065, 0.2643643825673946, 0.3632403958563111, 0.17461744818131578, 0.23232580954295246, 0.13541061053155137, 0.31908808969818453, 1.4426950408889634, 1.4426950408889634, 0.1249090657019209, 0.17248162073457696, 0.15921385900752885, 0.2643643825673946, 0.29610452682540467, 0.2513581642635443,0
0.09072695125845699, 0.26214287546604037, 0.20011157125545861, 0.11662480913150569, 0.125403008033303, 0.125403008033303, 0.10370400146816137, 0.18125039007234203, 0.2420036931003598, 0.11118244366672521, 0.2627842825505518, 0.15555396005576835, 0.0, 0.0, 0.07723390777688405, 0.11220365667885307, 0.28971118465051915, 0.11265204696983568, 0.09897255981042118, 0.2627842825505518, 0.2627842825505518, 0.10041217846490909, 0.11251520378177154, 0.1560032414382016, 0.0, 0.11731601802716227, 0.11269221966022744,1
0.0, 0.0, 0.0, 0.13186771112419682, 0.2585868370586402, 0.2585868370586402, 0.0, 0.0, 0.06653516467715398, 0.0, 0.2071571220725282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08208923207536539, 0.12502919310831065, 0.0, 0.11209638672780804, 0.06800025396522728, 0.1446030509070767, 0.0, 0.07665566865998281, 0.0, 0.20248441114622953, 0.0,0
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
0.2523743832934248, 0.17779744347626114, 0.13953202207241755, 0.1442086835060263, 0.1603137023190563, 0.1603137023190563, 1.4426950408889634, 0.18979643403889832, 0.4427041720702281, 0.2823463513237991, 0.09860483229936443, 0.09060031080956951, 0.0, 0.26695883045950275, 0.106701647865813, 0.3789231816899512, 0.20386217799573403, 0.20345954069365754, 0.24840402921631202, 0.19056511467285478, 0.1241841848392479, 0.0, 0.14656371497957157, 0.15287043615271598, 0.26695883045950275, 0.29666395410015434, 0.29666395410015434,1
0.0, 0.09949902940463964, 0.09469256201171171, 0.07270562675146754, 0.0, 0.0, 0.17937050999840004, 0.22117941971736116, 0.18954850688764413, 0.127922437930934, 0.1888477519482381, 0.10265566017168622, 0.23064350728880847, 0.20390876641966713, 0.25447110387507177, 0.12722018737987187, 0.16027436497902037, 0.07911028758859975, 0.0, 0.20080487566791913, 0.2933903122435352, 0.0, 0.10743980320576914, 0.10226494556341109, 0.20390876641966713, 0.10342056872913624, 0.11753307854898545,1
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
0.3027831209619546, 0.08311727743297155, 0.055444536487530664, 0.20370728197300914, 0.2069726037316738, 0.2069726037316738, 0.12757554111241898, 0.0, 0.13041029329416176, 0.13159015567717144, 0.18450330284164423, 0.0, 0.4555481849800426, 0.2794837698596689, 0.5023812589333453, 1.0890168904955753, 0.1403007123042948, 0.2505442951965305, 0.0, 0.2106245676573813, 0.07335436122582673, 0.1349893697767142, 0.15580024531127587, 0.07514485192420271, 0.2794837698596689, 0.16225401552883845, 0.0,1
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.212464377884565, 0.0, 0.15878100699867995, 0.18511872351081643, 0.0, 0.5627904827749752, 0.3404821348181389, 0.6259842046678327, 0.0, 0.0, 0.0, 0.0, 0.2887940856902251, 0.0873176350958349, 0.0, 0.0, 0.0, 0.3404821348181389, 0.0, 0.0,0
0.15296567960551352, 0.14362611454229904, 0.11810042642485756, 0.11201214345977581, 0.3888581439687175, 0.3888581439687175, 0.19827372648227623, 0.16558171829235996, 0.2369268638810803, 0.1491041489852291, 0.16701382350049618, 0.07468685295838959, 0.0, 0.4439897773366585, 0.2267716714495018, 0.25283573919341856, 0.11331334282894902, 0.2863931206476611, 0.26908793926592606, 0.19299403925612788, 0.11862731716695644, 0.11968945796084732, 0.0, 0.10852023142212187, 0.4439897773366585, 0.48431666248436994, 0.48431666248436994,1
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12655353873828346, 0.0, 0.21667906533553166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.079255823104134, 0.1391767691109711, 0.24882438417719654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,1
0.3497312443988626, 0.18055149649188565, 0.1429269415117306, 0.2239316099687993, 0.0, 0.0, 0.1687379332638053, 0.37592575177528353, 0.3187747068964672, 0.1828475059739993, 0.08699895201435999, 0.0, 0.0, 0.0, 0.1075337657225798, 0.23192535030740294, 0.046659096371153584, 0.0, 0.4023164352390649, 0.23216176654357984, 0.12730931095832201, 0.0, 0.17252840707730158, 0.15303843638978507, 0.0, 0.0, 0.0,1
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.212464377884565, 0.0, 0.15878100699867995, 0.18511872351081643, 0.0, 0.5627904827749752, 0.3404821348181389, 0.6259842046678327, 0.0, 0.0, 0.0, 0.0, 0.2887940856902251, 0.0873176350958349, 0.0, 0.0, 0.0, 0.3404821348181389, 0.0, 0.0,0
1.095617224745139, 0.12483605337673523, 0.08082879592854743, 0.5827903658522796, 0.0, 0.0, 0.10793669012392151, 0.0, 0.06655408516092848, 0.0, 0.11579115295880137, 0.0, 0.0, 0.0, 0.0, 0.0639329300110385, 0.15466961358843292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2782710074038247, 0.0, 0.0, 0.0, 0.0,0
0.0, 0.0, 0.07785592816923963, 0.0747980881138571, 0.0, 0.0, 0.1172386171331776, 0.0, 0.12058803197985785, 0.13957586617091794, 0.24909157589439412, 0.11069714565685129, 0.4865224666085413, 0.29727740768850786, 0.5378639771053645, 0.4966241466391422, 0.14553728907435223, 0.21622775302103492, 0.0, 0.24909157589439412, 0.24909157589439412, 0.0, 0.11596373714037873, 0.10833815094657054, 0.29727740768850786, 0.21005199206733768, 0.27034242842728207,1
0.21410386448100377, 0.2050052375509925, 0.07708227897510549, 0.25324576447660924, 0.2071202236318317, 0.2071202236318317, 0.11373856593691405, 0.31412021971126763, 0.19381817840207943, 0.1693521789225133, 0.17358984601408434, 0.0, 0.9522066637632631, 0.4026557116911786, 1.0623613331173707, 0.40814238155376065, 0.316754089499468, 0.2019028678776819, 0.0, 0.2729842381471929, 0.09205637418154695, 0.12530425038838114, 0.13188246242200716, 0.1653638259791512, 0.4026557116911786, 0.17568878885909794, 0.0,0
0.24159480990370613, 0.23089257642156963, 0.42700682590121253, 0.0, 0.13051992810814225, 0.13051992810814225, 0.1791389768205223, 0.19395939315735147, 0.31416760377992875, 0.173185453240319, 0.1056454844121103, 0.12340349931113555, 0.3188676535614534, 0.26874560601831576, 0.38584503008503795, 0.37246371148483914, 0.20011157125545861, 0.09959063265325678, 1.3141923544530179, 0.23616897186988783, 0.11758810387199971, 0.0, 0.0, 0.07689890336178765, 0.26874560601831576, 0.29207754489182375, 0.29207754489182375,0
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
0.2523743832934248, 0.17779744347626114, 0.13953202207241755, 0.1442086835060263, 0.1603137023190563, 0.1603137023190563, 1.4426950408889634, 0.18979643403889832, 0.4427041720702281, 0.2823463513237991, 0.09860483229936443, 0.09060031080956951, 0.0, 0.26695883045950275, 0.106701647865813, 0.3789231816899512, 0.20386217799573403, 0.20345954069365754, 0.24840402921631202, 0.19056511467285478, 0.1241841848392479, 0.0, 0.14656371497957157, 0.15287043615271598, 0.26695883045950275, 0.29666395410015434, 0.29666395410015434,1
1.4426950408889634, 0.18612046091763035, 0.09477637753183006, 0.6683140545374473, 0.12915520583208573, 0.12915520583208573, 0.1450610078975734, 0.19130627652072216, 0.1501896123219243, 0.1851292631259602, 0.1334695646129071, 0.0, 0.0, 0.0, 0.0, 0.12739155766441487, 0.37718003469470046, 0.0, 0.3298409413900134, 0.21432102095355035, 0.0, 0.0, 0.32427847321947445, 0.17152779690237827, 0.0, 0.0, 0.0,1
